,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
1916,300,450,45.0,10.0,6,8,0.0519268355790257,clustered
1917,300,450,45.0,10.0,6,9,0.0490459626856493,clustered
1918,300,450,45.0,10.0,6,10,0.0496689923795271,clustered
1919,300,450,45.0,10.0,7,8,0.0500219531929288,clustered
1920,300,450,45.0,10.0,7,9,0.0511482148538794,clustered
1921,300,450,45.0,10.0,7,10,0.0488395046017715,clustered
1922,300,450,45.0,10.0,8,9,0.0482218592694874,clustered
1923,300,450,45.0,10.0,8,10,0.0497475360459194,clustered
1924,300,450,45.0,10.0,9,10,0.0494219834615904,clustered
1925,300,450,45.0,15.0,0,1,0.0515268444852652,clustered
1926,300,450,45.0,15.0,0,2,0.0511281077505911,clustered
1927,300,450,45.0,15.0,0,3,0.0520172102396364,clustered
1928,300,450,45.0,15.0,0,4,0.0526323307887751,clustered
1929,300,450,45.0,15.0,0,5,0.0511210158201793,clustered
1930,300,450,45.0,15.0,0,6,0.0534470253023232,clustered
1931,300,450,45.0,15.0,0,7,0.050412976115614,clustered
1932,300,450,45.0,15.0,0,8,0.0524520991392042,clustered
1933,300,450,45.0,15.0,0,9,0.0496344447958442,clustered
1934,300,450,45.0,15.0,0,10,0.0507560682625117,clustered
1935,300,450,45.0,15.0,1,2,0.0520107756436089,clustered
1936,300,450,45.0,15.0,1,3,0.0519544650180203,clustered
1937,300,450,45.0,15.0,1,4,0.0513743478056625,clustered
1938,300,450,45.0,15.0,1,5,0.0526499225809834,clustered
1939,300,450,45.0,15.0,1,6,0.0525994368103683,clustered
1940,300,450,45.0,15.0,1,7,0.0492914543166353,clustered
1941,300,450,45.0,15.0,1,8,0.0508912701485667,clustered
1942,300,450,45.0,15.0,1,9,0.0507020478874361,clustered
1943,300,450,45.0,15.0,1,10,0.0502283672769987,clustered
1944,300,450,45.0,15.0,2,3,0.0514186873121626,clustered
1945,300,450,45.0,15.0,2,4,0.0511915876718753,clustered
1946,300,450,45.0,15.0,2,5,0.0520692308279014,clustered
1947,300,450,45.0,15.0,2,6,0.0519259993580134,clustered
1948,300,450,45.0,15.0,2,7,0.0506921065072549,clustered
1949,300,450,45.0,15.0,2,8,0.052096537348005,clustered
1950,300,450,45.0,15.0,2,9,0.0496206315509651,clustered
1951,300,450,45.0,15.0,2,10,0.051472423240281,clustered
1952,300,450,45.0,15.0,3,4,0.0511051747706411,clustered
1953,300,450,45.0,15.0,3,5,0.0526260907027602,clustered
1954,300,450,45.0,15.0,3,6,0.0512541197827181,clustered
1955,300,450,45.0,15.0,3,7,0.0503572309225861,clustered
1956,300,450,45.0,15.0,3,8,0.0519539511319931,clustered
1957,300,450,45.0,15.0,3,9,0.0503990746672026,clustered
1958,300,450,45.0,15.0,3,10,0.0513000610201263,clustered
1959,300,450,45.0,15.0,4,5,0.0523641218961927,clustered
1960,300,450,45.0,15.0,4,6,0.0528479881058434,clustered
1961,300,450,45.0,15.0,4,7,0.0521957215598621,clustered
1962,300,450,45.0,15.0,4,8,0.0525148845069106,clustered
1963,300,450,45.0,15.0,4,9,0.0515608386662267,clustered
1964,300,450,45.0,15.0,4,10,0.0514182774888945,clustered
1965,300,450,45.0,15.0,5,6,0.0516502295937868,clustered
1966,300,450,45.0,15.0,5,7,0.0506561567368617,clustered
1967,300,450,45.0,15.0,5,8,0.0508918046862651,clustered
1968,300,450,45.0,15.0,5,9,0.0509792345592671,clustered
1969,300,450,45.0,15.0,5,10,0.0508995854280094,clustered
1970,300,450,45.0,15.0,6,7,0.0504696412756817,clustered
1971,300,450,45.0,15.0,6,8,0.0529865274012993,clustered
1972,300,450,45.0,15.0,6,9,0.051199737302292,clustered
1973,300,450,45.0,15.0,6,10,0.0509161188700434,clustered
1974,300,450,45.0,15.0,7,8,0.0500612191230486,clustered
1975,300,450,45.0,15.0,7,9,0.0515751964874303,clustered
1976,300,450,45.0,15.0,7,10,0.0511739510184073,clustered
1977,300,450,45.0,15.0,8,9,0.0496764793926004,clustered
1978,300,450,45.0,15.0,8,10,0.0483420773276413,clustered
1979,300,450,45.0,15.0,9,10,0.0522150446885089,clustered
1980,300,450,50.0,0.0,0,1,0.0359849763338503,clustered
1981,300,450,50.0,0.0,0,2,0.0374919873969674,clustered
1982,300,450,50.0,0.0,0,3,0.036090013879215,clustered
1983,300,450,50.0,0.0,0,4,0.037651554341421,clustered
1984,300,450,50.0,0.0,0,5,0.0356009821005455,clustered
1985,300,450,50.0,0.0,0,6,0.0358926052161313,clustered
1986,300,450,50.0,0.0,0,7,0.0371132289605758,clustered
1987,300,450,50.0,0.0,0,8,0.036277853044623,clustered
1988,300,450,50.0,0.0,0,9,0.0360178098410282,clustered
1989,300,450,50.0,0.0,0,10,0.0352654349579299,clustered
1990,300,450,50.0,0.0,1,2,0.0370809981457856,clustered
1991,300,450,50.0,0.0,1,3,0.037998349485722,clustered
1992,300,450,50.0,0.0,1,4,0.0368987208161465,clustered
1993,300,450,50.0,0.0,1,5,0.0360963205317681,clustered
1994,300,450,50.0,0.0,1,6,0.0358456745859263,clustered
1995,300,450,50.0,0.0,1,7,0.0370448103899066,clustered
1996,300,450,50.0,0.0,1,8,0.0354844003202433,clustered
1997,300,450,50.0,0.0,1,9,0.0369638709500991,clustered
1998,300,450,50.0,0.0,1,10,0.0384804281594528,clustered
1999,300,450,50.0,0.0,2,3,0.0365274500829125,clustered
2000,300,450,50.0,0.0,2,4,0.0373220814154018,clustered
2001,300,450,50.0,0.0,2,5,0.0365267955474581,clustered
2002,300,450,50.0,0.0,2,6,0.0361909009925166,clustered
2003,300,450,50.0,0.0,2,7,0.0360080567401055,clustered
2004,300,450,50.0,0.0,2,8,0.0368159600406251,clustered
2005,300,450,50.0,0.0,2,9,0.0372130594609567,clustered
