,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
383,40,40,0.166,10.0,8,10,0.1464005001889922,clustered
384,40,40,0.166,10.0,9,10,0.1475305995788113,clustered
385,40,40,0.166,15.0,0,1,0.1519681156537458,clustered
386,40,40,0.166,15.0,0,2,0.1537335656117652,clustered
387,40,40,0.166,15.0,0,3,0.1570878855980293,clustered
388,40,40,0.166,15.0,0,4,0.14317411253854,clustered
389,40,40,0.166,15.0,0,5,0.1538230521861838,clustered
390,40,40,0.166,15.0,0,6,0.1404166252649885,clustered
391,40,40,0.166,15.0,0,7,0.1504808935221057,clustered
392,40,40,0.166,15.0,0,8,0.1500730190256041,clustered
393,40,40,0.166,15.0,0,9,0.1554246502299205,clustered
394,40,40,0.166,15.0,0,10,0.1525261732257791,clustered
395,40,40,0.166,15.0,1,2,0.1692747478299073,clustered
396,40,40,0.166,15.0,1,3,0.1471942030313591,clustered
397,40,40,0.166,15.0,1,4,0.1509900755938494,clustered
398,40,40,0.166,15.0,1,5,0.1479704979314268,clustered
399,40,40,0.166,15.0,1,6,0.1579353011012739,clustered
400,40,40,0.166,15.0,1,7,0.1363308709914672,clustered
401,40,40,0.166,15.0,1,8,0.1521564462356471,clustered
402,40,40,0.166,15.0,1,9,0.1624843086894978,clustered
403,40,40,0.166,15.0,1,10,0.1582645210041319,clustered
404,40,40,0.166,15.0,2,3,0.1486239085549875,clustered
405,40,40,0.166,15.0,2,4,0.1449657580393201,clustered
406,40,40,0.166,15.0,2,5,0.1536660108083311,clustered
407,40,40,0.166,15.0,2,6,0.1445604885346814,clustered
408,40,40,0.166,15.0,2,7,0.1432351896686345,clustered
409,40,40,0.166,15.0,2,8,0.1360795917337001,clustered
410,40,40,0.166,15.0,2,9,0.1593376670491363,clustered
411,40,40,0.166,15.0,2,10,0.1468550295480413,clustered
412,40,40,0.166,15.0,3,4,0.1514145636796636,clustered
413,40,40,0.166,15.0,3,5,0.1563685913813426,clustered
414,40,40,0.166,15.0,3,6,0.1479032253142063,clustered
415,40,40,0.166,15.0,3,7,0.1433715882862611,clustered
416,40,40,0.166,15.0,3,8,0.1402439159100685,clustered
417,40,40,0.166,15.0,3,9,0.1526963815775322,clustered
418,40,40,0.166,15.0,3,10,0.1416251056511873,clustered
419,40,40,0.166,15.0,4,5,0.146720530406294,clustered
420,40,40,0.166,15.0,4,6,0.1455468768589533,clustered
421,40,40,0.166,15.0,4,7,0.1714679419095159,clustered
422,40,40,0.166,15.0,4,8,0.1511521690301953,clustered
423,40,40,0.166,15.0,4,9,0.1460649009368804,clustered
424,40,40,0.166,15.0,4,10,0.1471996537743906,clustered
425,40,40,0.166,15.0,5,6,0.1608144098527307,clustered
426,40,40,0.166,15.0,5,7,0.1466066639822196,clustered
427,40,40,0.166,15.0,5,8,0.1606479701114376,clustered
428,40,40,0.166,15.0,5,9,0.1479544060894206,clustered
429,40,40,0.166,15.0,5,10,0.1651535447214461,clustered
430,40,40,0.166,15.0,6,7,0.1427785956182709,clustered
431,40,40,0.166,15.0,6,8,0.1521138871951959,clustered
432,40,40,0.166,15.0,6,9,0.1686913617341738,clustered
433,40,40,0.166,15.0,6,10,0.1518329020589092,clustered
434,40,40,0.166,15.0,7,8,0.1499116386025493,clustered
435,40,40,0.166,15.0,7,9,0.1522694122823484,clustered
436,40,40,0.166,15.0,7,10,0.1512511371118535,clustered
437,40,40,0.166,15.0,8,9,0.158642275335449,clustered
438,40,40,0.166,15.0,8,10,0.1575721474040172,clustered
439,40,40,0.166,15.0,9,10,0.153530640235825,clustered
440,60,60,0.166,0.0,0,1,0.0720743811614768,clustered
441,60,60,0.166,0.0,0,2,0.0745602019720576,clustered
442,60,60,0.166,0.0,0,3,0.066132725439791,clustered
443,60,60,0.166,0.0,0,4,0.0858128371883978,clustered
444,60,60,0.166,0.0,0,5,0.073735700865545,clustered
445,60,60,0.166,0.0,0,6,0.0750805574580737,clustered
446,60,60,0.166,0.0,0,7,0.0775046368805092,clustered
