,N,M,cluster_size,cluster_mean,seed_a,seed_b,score,model
305,40,60,0.166,5.0,3,7,0.0885214226085404,clustered
306,40,60,0.166,5.0,3,8,0.0863520995512566,clustered
307,40,60,0.166,5.0,3,9,0.079768524653362,clustered
308,40,60,0.166,5.0,3,10,0.0944980875477286,clustered
309,40,60,0.166,5.0,4,5,0.0801523063700796,clustered
310,40,60,0.166,5.0,4,6,0.098297268088479,clustered
311,40,60,0.166,5.0,4,7,0.0915715629321159,clustered
312,40,60,0.166,5.0,4,8,0.0919712042087695,clustered
313,40,60,0.166,5.0,4,9,0.0858239010931558,clustered
314,40,60,0.166,5.0,4,10,0.080722903675256,clustered
315,40,60,0.166,5.0,5,6,0.0771102219262916,clustered
316,40,60,0.166,5.0,5,7,0.0921448897212467,clustered
317,40,60,0.166,5.0,5,8,0.0795191525544396,clustered
318,40,60,0.166,5.0,5,9,0.0864289084795648,clustered
319,40,60,0.166,5.0,5,10,0.0815984748076867,clustered
320,40,60,0.166,5.0,6,7,0.0873744232819491,clustered
321,40,60,0.166,5.0,6,8,0.0881318414005219,clustered
322,40,60,0.166,5.0,6,9,0.0953165167535861,clustered
323,40,60,0.166,5.0,6,10,0.0888725553275316,clustered
324,40,60,0.166,5.0,7,8,0.0900023431266129,clustered
325,40,60,0.166,5.0,7,9,0.0842563358301474,clustered
326,40,60,0.166,5.0,7,10,0.088516282359836,clustered
327,40,60,0.166,5.0,8,9,0.0851431556432013,clustered
328,40,60,0.166,5.0,8,10,0.0887503180195848,clustered
329,40,60,0.166,5.0,9,10,0.0968751727094947,clustered
330,40,60,0.166,10.0,0,1,0.1228120831974503,clustered
331,40,60,0.166,10.0,0,2,0.0978656070210822,clustered
332,40,60,0.166,10.0,0,3,0.0921477125868924,clustered
333,40,60,0.166,10.0,0,4,0.1030933639698609,clustered
334,40,60,0.166,10.0,0,5,0.1039984512501546,clustered
335,40,60,0.166,10.0,0,6,0.1198910700026722,clustered
336,40,60,0.166,10.0,0,7,0.1304765528853462,clustered
337,40,60,0.166,10.0,0,8,0.1133876801978063,clustered
338,40,60,0.166,10.0,0,9,0.1157682605092902,clustered
339,40,60,0.166,10.0,0,10,0.1248957249245045,clustered
340,40,60,0.166,10.0,1,2,0.1176624752509935,clustered
341,40,60,0.166,10.0,1,3,0.0878218308567344,clustered
342,40,60,0.166,10.0,1,4,0.1121332877334255,clustered
343,40,60,0.166,10.0,1,5,0.0970036003581194,clustered
344,40,60,0.166,10.0,1,6,0.1204948368648257,clustered
345,40,60,0.166,10.0,1,7,0.1137985079552245,clustered
346,40,60,0.166,10.0,1,8,0.1072604897261194,clustered
347,40,60,0.166,10.0,1,9,0.1132421449761855,clustered
348,40,60,0.166,10.0,1,10,0.1266579665600732,clustered
349,40,60,0.166,10.0,2,3,0.1022685747651019,clustered
350,40,60,0.166,10.0,2,4,0.1112510879601789,clustered
351,40,60,0.166,10.0,2,5,0.1090449457949864,clustered
352,40,60,0.166,10.0,2,6,0.1114155370388922,clustered
353,40,60,0.166,10.0,2,7,0.1058314007501202,clustered
354,40,60,0.166,10.0,2,8,0.1186843021498499,clustered
355,40,60,0.166,10.0,2,9,0.1016938794530334,clustered
356,40,60,0.166,10.0,2,10,0.105136084635531,clustered
357,40,60,0.166,10.0,3,4,0.0867131252025713,clustered
358,40,60,0.166,10.0,3,5,0.0921397844902811,clustered
359,40,60,0.166,10.0,3,6,0.0954720235804406,clustered
360,40,60,0.166,10.0,3,7,0.1001651227781746,clustered
361,40,60,0.166,10.0,3,8,0.0985027931671599,clustered
362,40,60,0.166,10.0,3,9,0.0840644156600298,clustered
363,40,60,0.166,10.0,3,10,0.0878763000947296,clustered
364,40,60,0.166,10.0,4,5,0.1025851168544797,clustered
365,40,60,0.166,10.0,4,6,0.1009871684555236,clustered
366,40,60,0.166,10.0,4,7,0.1083481151491803,clustered
367,40,60,0.166,10.0,4,8,0.106490777911993,clustered
368,40,60,0.166,10.0,4,9,0.1105536689712327,clustered
369,40,60,0.166,10.0,4,10,0.1124060753550302,clustered
370,40,60,0.166,10.0,5,6,0.1067346802975682,clustered
371,40,60,0.166,10.0,5,7,0.1039972118914562,clustered
372,40,60,0.166,10.0,5,8,0.1059339211014162,clustered
373,40,60,0.166,10.0,5,9,0.0967520160824824,clustered
374,40,60,0.166,10.0,5,10,0.1022550137758191,clustered
375,40,60,0.166,10.0,6,7,0.1261419970306511,clustered
376,40,60,0.166,10.0,6,8,0.1072197195948394,clustered
377,40,60,0.166,10.0,6,9,0.1041318411649648,clustered
378,40,60,0.166,10.0,6,10,0.1281008005570215,clustered
379,40,60,0.166,10.0,7,8,0.1007503068039153,clustered
380,40,60,0.166,10.0,7,9,0.0986159237007094,clustered
381,40,60,0.166,10.0,7,10,0.1003625681556668,clustered
382,40,60,0.166,10.0,8,9,0.1138731300256925,clustered
383,40,60,0.166,10.0,8,10,0.1128173356591942,clustered
384,40,60,0.166,10.0,9,10,0.1072013077162038,clustered
385,40,60,0.166,15.0,0,1,0.134857674606109,clustered
386,40,60,0.166,15.0,0,2,0.1131269430354148,clustered
387,40,60,0.166,15.0,0,3,0.0903696744735653,clustered
388,40,60,0.166,15.0,0,4,0.1095375440994754,clustered
389,40,60,0.166,15.0,0,5,0.1052750017427641,clustered
390,40,60,0.166,15.0,0,6,0.123699544941224,clustered
391,40,60,0.166,15.0,0,7,0.1337904063117894,clustered
392,40,60,0.166,15.0,0,8,0.1035400515680792,clustered
